user_id,session_date,device,traffic_source,location,visited,signed_up,viewed_product,added_to_cart,started_checkout,purchased,order_value,session_duration_min
U00118,2026-03-29,Mobile,Referral,Mumbai,1,1,1,1,1,1,5028.59,2
U00119,2026-01-22,Desktop,Referral,Other,1,0,0,0,0,0,0,1.6
U00120,2026-03-02,Mobile,Referral,Mumbai,1,1,1,0,0,0,0,1.4
U00121,2026-01-21,Desktop,Paid Search,Bengaluru,1,0,0,0,0,0,0,6.9
U00122,2026-02-02,Desktop,Social Media,Mumbai,1,0,0,0,0,0,0,4.8
U00123,2026-03-20,Mobile,Social Media,Mumbai,1,1,0,0,0,0,0,5.1
U00124,2026-02-20,Mobile,Direct,Mumbai,1,1,1,0,0,0,0,12.1
U00125,2026-02-17,Mobile,Paid Search,Hyderabad,1,0,0,0,0,0,0,10.5
U00126,2026-01-15,Mobile,Direct,Mumbai,1,1,1,0,0,0,0,8
U00127,2026-01-03,Desktop,Paid Search,Chennai,1,0,0,0,0,0,0,9.9
U00128,2026-02-26,Desktop,Direct,Hyderabad,1,0,0,0,0,0,0,3
U00129,2026-02-25,Mobile,Email,Mumbai,1,1,0,0,0,0,0,7.7
U00130,2026-03-03,Mobile,Social Media,Other,1,0,0,0,0,0,0,6.2
U00131,2026-01-18,Mobile,Social Media,Bengaluru,1,1,1,1,1,1,1996.99,2.2
U00132,2026-03-13,Mobile,Paid Search,Other,1,1,1,0,0,0,0,4.5
U00133,2026-03-24,Mobile,Paid Search,Hyderabad,1,0,0,0,0,0,0,9.1
U00134,2026-02-25,Mobile,Organic Search,Delhi,1,1,1,0,0,0,0,12.7
U00135,2026-02-17,Tablet,Organic Search,Hyderabad,1,0,0,0,0,0,0,11.1
U00136,2026-01-05,Mobile,Paid Search,Bengaluru,1,0,0,0,0,0,0,13.6
U00137,2026-03-31,Mobile,Referral,Mumbai,1,1,1,0,0,0,0,7.5
U00138,2026-01-14,Desktop,Social Media,Mumbai,1,1,1,0,0,0,0,5
U00139,2026-02-10,Mobile,Organic Search,Delhi,1,0,0,0,0,0,0,13.9
U00140,2026-03-01,Tablet,Direct,Mumbai,1,0,0,0,0,0,0,12.3
U00141,2026-02-19,Tablet,Social Media,Mumbai,1,0,0,0,0,0,0,11.8
U00142,2026-03-04,Mobile,Direct,Other,1,0,0,0,0,0,0,7.2
U00143,2026-03-06,Mobile,Email,Chennai,1,1,1,0,0,0,0,2.8
U00144,2026-02-01,Mobile,Organic Search,Bengaluru,1,0,0,0,0,0,0,7.8
U00145,2026-01-18,Mobile,Social Media,Hyderabad,1,0,0,0,0,0,0,13
U00146,2026-01-18,Mobile,Email,Chennai,1,1,1,0,0,0,0,9.9
U00147,2026-02-10,Mobile,Organic Search,Delhi,1,0,0,0,0,0,0,14.3
U00148,2026-03-16,Mobile,Organic Search,Hyderabad,1,0,0,0,0,0,0,4.4
U00149,2026-03-11,Mobile,Organic Search,Hyderabad,1,1,1,1,0,0,0,0.9
U00150,2026-02-20,Mobile,Paid Search,Hyderabad,1,0,0,0,0,0,0,12.8
U00151,2026-02-05,Desktop,Paid Search,Mumbai,1,1,1,1,0,0,0,6.8
U00152,2026-01-05,Mobile,Social Media,Bengaluru,1,0,0,0,0,0,0,4.9
U00153,2026-02-03,Mobile,Organic Search,Hyderabad,1,0,0,0,0,0,0,14.8
U00154,2026-01-15,Mobile,Email,Mumbai,1,0,0,0,0,0,0,9.8
U00155,2026-01-09,Tablet,Social Media,Delhi,1,0,0,0,0,0,0,8.6
U00156,2026-03-22,Mobile,Paid Search,Bengaluru,1,0,0,0,0,0,0,7.2
U00157,2026-01-11,Desktop,Organic Search,Mumbai,1,0,0,0,0,0,0,10.7
U00158,2026-02-11,Desktop,Organic Search,Hyderabad,1,0,0,0,0,0,0,5.6
U00159,2026-03-04,Mobile,Paid Search,Other,1,0,0,0,0,0,0,7.3
U00160,2026-02-10,Desktop,Organic Search,Bengaluru,1,0,0,0,0,0,0,4.6
U00161,2026-03-02,Mobile,Paid Search,Other,1,1,0,0,0,0,0,8.9
U00162,2026-01-30,Desktop,Social Media,Other,1,1,1,0,0,0,0,3.4
U00163,2026-01-13,Desktop,Social Media,Delhi,1,1,1,0,0,0,0,6.1
U00164,2026-03-16,Mobile,Organic Search,Hyderabad,1,1,0,0,0,0,0,10.7
U00165,2026-01-07,Mobile,Paid Search,Mumbai,1,0,0,0,0,0,0,6.3
U00166,2026-02-27,Desktop,Social Media,Hyderabad,1,1,0,0,0,0,0,3.2
U00167,2026-02-11,Mobile,Direct,Pune,1,1,1,0,0,0,0,5
U00168,2026-03-05,Mobile,Referral,Delhi,1,0,0,0,0,0,0,8.1
U00169,2026-02-14,Mobile,Social Media,Other,1,0,0,0,0,0,0,6
U00170,2026-03-26,Mobile,Paid Search,Mumbai,1,0,0,0,0,0,0,17.4
U00171,2026-03-12,Desktop,Paid Search,Mumbai,1,0,0,0,0,0,0,11.8
U00172,2026-01-22,Mobile,Direct,Mumbai,1,0,0,0,0,0,0,14.9
U00173,2026-01-04,Mobile,Organic Search,Chennai,1,1,1,1,1,1,1580.62,7.5
U00174,2026-03-20,Mobile,Direct,Chennai,1,1,1,1,0,0,0,6.4
U00175,2026-02-08,Desktop,Email,Mumbai,1,0,0,0,0,0,0,4.9
U00176,2026-03-26,Mobile,Email,Other,1,1,0,0,0,0,0,3.3
U00177,2026-02-10,Desktop,Organic Search,Mumbai,1,0,0,0,0,0,0,7.3
U00178,2026-02-10,Mobile,Social Media,Pune,1,1,0,0,0,0,0,2
U00179,2026-02-10,Tablet,Social Media,Pune,1,1,1,0,0,0,0,8.3
U00180,2026-01-28,Mobile,Organic Search,Mumbai,1,0,0,0,0,0,0,7.6
U00181,2026-02-12,Mobile,Paid Search,Bengaluru,1,1,1,1,1,1,4626.72,4.4
U00182,2026-03-05,Mobile,Direct,Mumbai,1,0,0,0,0,0,0,5.2
U00183,2026-01-06,Tablet,Social Media,Chennai,1,0,0,0,0,0,0,6.3
U00184,2026-03-07,Desktop,Paid Search,Hyderabad,1,1,1,0,0,0,0,3.7
U00185,2026-01-31,Mobile,Organic Search,Bengaluru,1,1,1,0,0,0,0,12.4
U00186,2026-01-09,Desktop,Email,Other,1,1,1,1,0,0,0,1.9
U00187,2026-01-01,Desktop,Email,Hyderabad,1,1,1,1,1,1,4929.71,2.5
U00188,2026-01-15,Mobile,Social Media,Delhi,1,1,1,0,0,0,0,3.2
U00189,2026-01-23,Mobile,Social Media,Pune,1,1,0,0,0,0,0,4.4
U00190,2026-01-17,Mobile,Paid Search,Mumbai,1,1,1,1,1,1,2725.78,10
U00191,2026-02-27,Mobile,Social Media,Mumbai,1,0,0,0,0,0,0,3.4
U00192,2026-03-12,Desktop,Organic Search,Delhi,1,0,0,0,0,0,0,5.3
U00193,2026-03-08,Desktop,Direct,Chennai,1,1,1,0,0,0,0,4.8
U00194,2026-02-22,Desktop,Social Media,Hyderabad,1,0,0,0,0,0,0,11.6
U00195,2026-03-24,Mobile,Paid Search,Other,1,1,1,0,0,0,0,15.6
U00196,2026-01-30,Mobile,Paid Search,Chennai,1,0,0,0,0,0,0,4.2
U00197,2026-01-10,Desktop,Referral,Delhi,1,0,0,0,0,0,0,13.1
U00198,2026-02-24,Desktop,Organic Search,Mumbai,1,1,1,1,1,0,0,2.2
U00199,2026-02-11,Desktop,Paid Search,Hyderabad,1,0,0,0,0,0,0,10.3
U00200,2026-02-17,Desktop,Email,Other,1,0,0,0,0,0,0,8
U00201,2026-03-23,Desktop,Paid Search,Delhi,1,0,0,0,0,0,0,9.5
U00202,2026-01-23,Mobile,Referral,Hyderabad,1,1,1,1,1,0,0,15.8
U00203,2026-03-28,Mobile,Organic Search,Other,1,1,0,0,0,0,0,3.8
U00204,2026-01-04,Desktop,Referral,Delhi,1,1,1,0,0,0,0,7.6
U00205,2026-03-14,Mobile,Organic Search,Chennai,1,0,0,0,0,0,0,1.6
U00206,2026-03-16,Mobile,Organic Search,Mumbai,1,1,1,0,0,0,0,5.9
U00207,2026-03-06,Mobile,Direct,Hyderabad,1,0,0,0,0,0,0,1.2
U00208,2026-01-10,Desktop,Social Media,Mumbai,1,0,0,0,0,0,0,9.4
U00209,2026-01-14,Mobile,Paid Search,Hyderabad,1,0,0,0,0,0,0,7.6
U00210,2026-02-05,Mobile,Organic Search,Mumbai,1,0,0,0,0,0,0,6.7
U00211,2026-03-29,Mobile,Social Media,Mumbai,1,0,0,0,0,0,0,14.1
U00212,2026-01-28,Desktop,Social Media,Pune,1,0,0,0,0,0,0,7.1
U00213,2026-02-28,Desktop,Direct,Delhi,1,0,0,0,0,0,0,4.5
U00214,2026-01-04,Mobile,Direct,Bengaluru,1,1,1,0,0,0,0,13.1
U00215,2026-03-19,Desktop,Email,Pune,1,0,0,0,0,0,0,8.8
U00216,2026-03-10,Mobile,Paid Search,Mumbai,1,1,1,0,0,0,0,6.6
U00217,2026-01-17,Mobile,Social Media,Mumbai,1,1,1,1,0,0,0,2.8
U00218,2026-02-06,Desktop,Email,Hyderabad,1,0,0,0,0,0,0,1.8
U00219,2026-03-03,Desktop,Organic Search,Pune,1,0,0,0,0,0,0,5.2
U00220,2026-03-31,Desktop,Paid Search,Other,1,1,1,1,1,1,4065.23,5.7
U00221,2026-01-31,Desktop,Organic Search,Delhi,1,1,0,0,0,0,0,0.7
U00222,2026-01-28,Mobile,Organic Search,Other,1,1,1,0,0,0,0,5.5
U00223,2026-02-22,Mobile,Organic Search,Bengaluru,1,1,1,0,0,0,0,4.8
U00224,2026-02-05,Mobile,Social Media,Pune,1,0,0,0,0,0,0,7.5
U00225,2026-01-26,Mobile,Referral,Chennai,1,0,0,0,0,0,0,6
U00226,2026-03-27,Mobile,Social Media,Hyderabad,1,1,1,1,0,0,0,4.1
U00227,2026-01-28,Tablet,Paid Search,Delhi,1,1,1,0,0,0,0,9.2
U00228,2026-03-02,Mobile,Organic Search,Delhi,1,1,1,0,0,0,0,2.6
U00229,2026-01-22,Desktop,Social Media,Bengaluru,1,1,1,0,0,0,0,14.6
U00230,2026-02-19,Desktop,Paid Search,Hyderabad,1,0,0,0,0,0,0,2.8
U00231,2026-02-04,Desktop,Social Media,Hyderabad,1,1,1,0,0,0,0,12.2
U00232,2026-03-23,Mobile,Direct,Chennai,1,1,1,1,1,0,0,7.9
U00233,2026-03-10,Mobile,Organic Search,Hyderabad,1,0,0,0,0,0,0,12.2
U00234,2026-01-11,Mobile,Organic Search,Hyderabad,1,0,0,0,0,0,0,2.4
U00235,2026-03-29,Mobile,Social Media,Chennai,1,0,0,0,0,0,0,7.4
U00236,2026-02-07,Desktop,Direct,Other,1,1,0,0,0,0,0,13.1
U00237,2026-02-28,Mobile,Referral,Delhi,1,0,0,0,0,0,0,17.6
U00238,2026-02-14,Mobile,Direct,Bengaluru,1,0,0,0,0,0,0,7.1
U00239,2026-02-13,Desktop,Paid Search,Other,1,0,0,0,0,0,0,13.4
U00240,2026-01-25,Mobile,Direct,Mumbai,1,0,0,0,0,0,0,5.1
U00241,2026-01-16,Tablet,Organic Search,Chennai,1,0,0,0,0,0,0,2.4
U00242,2026-01-20,Tablet,Organic Search,Chennai,1,1,1,0,0,0,0,15
U00243,2026-02-23,Desktop,Direct,Chennai,1,1,1,1,1,1,3106.21,8.6
U00244,2026-01-13,Mobile,Direct,Bengaluru,1,1,1,1,1,1,4597.33,3.9
U00245,2026-02-04,Mobile,Organic Search,Chennai,1,1,1,0,0,0,0,6.5
U00246,2026-01-12,Tablet,Organic Search,Mumbai,1,1,0,0,0,0,0,5.6
U00247,2026-03-04,Mobile,Organic Search,Mumbai,1,0,0,0,0,0,0,8.9
U00248,2026-01-04,Tablet,Organic Search,Delhi,1,0,0,0,0,0,0,25.6
U00249,2026-02-05,Tablet,Organic Search,Bengaluru,1,0,0,0,0,0,0,13.2
U00250,2026-03-23,Desktop,Direct,Delhi,1,0,0,0,0,0,0,6.5
U00251,2026-01-09,Mobile,Email,Mumbai,1,1,1,1,0,0,0,3.6
U00252,2026-03-15,Mobile,Referral,Other,1,1,1,1,1,0,0,2.8
U00253,2026-01-10,Desktop,Referral,Chennai,1,1,1,0,0,0,0,4.1
U00254,2026-02-22,Mobile,Social Media,Other,1,1,1,0,0,0,0,5.5
U00255,2026-01-08,Mobile,Referral,Pune,1,1,1,0,0,0,0,17.4
U00256,2026-02-28,Mobile,Social Media,Mumbai,1,1,0,0,0,0,0,7.4
U00257,2026-01-19,Tablet,Paid Search,Mumbai,1,0,0,0,0,0,0,4.5
U00258,2026-02-13,Desktop,Social Media,Hyderabad,1,1,1,0,0,0,0,3.2
U00259,2026-02-13,Mobile,Social Media,Other,1,1,1,0,0,0,0,4.1
U00260,2026-02-03,Mobile,Referral,Hyderabad,1,1,1,1,0,0,0,4.6
U00261,2026-02-22,Mobile,Direct,Mumbai,1,0,0,0,0,0,0,3.7
U00262,2026-01-03,Tablet,Paid Search,Bengaluru,1,1,1,1,1,1,1763.91,6
U00263,2026-03-28,Mobile,Referral,Chennai,1,0,0,0,0,0,0,3.3
U00264,2026-01-02,Mobile,Organic Search,Mumbai,1,1,1,0,0,0,0,5.2
U00265,2026-03-01,Desktop,Referral,Other,1,1,0,0,0,0,0,7.2
U00266,2026-02-15,Desktop,Paid Search,Chennai,1,0,0,0,0,0,0,5.4
U00267,2026-01-15,Desktop,Organic Search,Other,1,0,0,0,0,0,0,10.9
U00268,2026-01-07,Desktop,Paid Search,Mumbai,1,1,0,0,0,0,0,7.2
U00269,2026-03-02,Mobile,Social Media,Hyderabad,1,0,0,0,0,0,0,16.8
U00270,2026-02-04,Mobile,Organic Search,Hyderabad,1,0,0,0,0,0,0,3.1
U00271,2026-02-04,Desktop,Direct,Delhi,1,1,1,0,0,0,0,3.7
U00272,2026-03-10,Desktop,Organic Search,Hyderabad,1,1,1,1,1,1,2262.54,12
U00273,2026-02-18,Desktop,Direct,Chennai,1,0,0,0,0,0,0,0.5
U00274,2026-03-24,Desktop,Email,Hyderabad,1,1,1,0,0,0,0,5.6
U00275,2026-01-02,Mobile,Paid Search,Chennai,1,1,1,0,0,0,0,14.2
U00276,2026-02-03,Mobile,Paid Search,Delhi,1,1,1,0,0,0,0,4.9
U00277,2026-01-13,Desktop,Email,Chennai,1,0,0,0,0,0,0,10.4
U00278,2026-03-05,Desktop,Social Media,Hyderabad,1,0,0,0,0,0,0,8.6
U00279,2026-02-04,Desktop,Email,Bengaluru,1,0,0,0,0,0,0,3.7
U00280,2026-03-19,Desktop,Paid Search,Bengaluru,1,1,1,0,0,0,0,3.4
U00281,2026-02-04,Desktop,Social Media,Hyderabad,1,0,0,0,0,0,0,3.8
U00282,2026-01-26,Mobile,Direct,Mumbai,1,0,0,0,0,0,0,2.5
U00283,2026-02-13,Mobile,Organic Search,Mumbai,1,0,0,0,0,0,0,4.7
U00284,2026-01-07,Mobile,Paid Search,Hyderabad,1,0,0,0,0,0,0,16.8
U00285,2026-02-08,Mobile,Paid Search,Chennai,1,1,1,0,0,0,0,8.4
U00286,2026-03-26,Mobile,Referral,Chennai,1,1,1,0,0,0,0,8.2
U00287,2026-03-20,Mobile,Referral,Bengaluru,1,1,1,0,0,0,0,6.1
U00288,2026-01-13,Mobile,Paid Search,Mumbai,1,0,0,0,0,0,0,6.6
U00289,2026-03-25,Mobile,Organic Search,Bengaluru,1,0,0,0,0,0,0,3.6
U00290,2026-03-31,Mobile,Organic Search,Chennai,1,1,1,0,0,0,0,4.3
U00291,2026-01-04,Mobile,Paid Search,Delhi,1,0,0,0,0,0,0,2.3
U00292,2026-03-25,Mobile,Paid Search,Hyderabad,1,1,1,1,0,0,0,3.3
U00293,2026-01-19,Desktop,Direct,Mumbai,1,0,0,0,0,0,0,10.8
U00294,2026-01-31,Mobile,Social Media,Chennai,1,0,0,0,0,0,0,14.6
U00295,2026-03-24,Mobile,Paid Search,Bengaluru,1,0,0,0,0,0,0,7.4
U00296,2026-02-12,Mobile,Direct,Delhi,1,1,1,1,0,0,0,4.1
U00297,2026-03-05,Desktop,Social Media,Mumbai,1,0,0,0,0,0,0,3.5
U00298,2026-01-02,Mobile,Social Media,Chennai,1,1,1,1,0,0,0,12.3
U00299,2026-03-31,Desktop,Organic Search,Delhi,1,1,1,1,1,1,4599.15,4.6
U00300,2026-01-22,Mobile,Paid Search,Pune,1,0,0,0,0,0,0,3.6
U00301,2026-03-22,Mobile,Direct,Other,1,0,0,0,0,0,0,11.4
U00302,2026-03-29,Mobile,Social Media,Mumbai,1,1,1,1,0,0,0,4.9
U00303,2026-03-17,Mobile,Paid Search,Pune,1,0,0,0,0,0,0,7.2
U00304,2026-01-22,Desktop,Social Media,Hyderabad,1,1,1,1,1,1,4284.56,1.5
U00305,2026-03-25,Desktop,Direct,Mumbai,1,1,1,0,0,0,0,13.4
U00306,2026-03-08,Tablet,Paid Search,Bengaluru,1,0,0,0,0,0,0,18.2
U00307,2026-01-15,Mobile,Social Media,Hyderabad,1,0,0,0,0,0,0,11.4
U00308,2026-02-12,Mobile,Direct,Mumbai,1,0,0,0,0,0,0,9.8
U00309,2026-01-14,Desktop,Organic Search,Delhi,1,0,0,0,0,0,0,0.5
U00310,2026-03-15,Mobile,Email,Chennai,1,0,0,0,0,0,0,6.8
